Row	Site ID	WRIA	Basin	Subbasin	Stream	Agency	Project	Site Code	Latitude	Longitude	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023
686	156	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Carey Creek	King County - DNRP	Ambient Monitoring	08ISS4724	47.427716	-121.978422										90.5			72.7	77.6	66.9	80	46.6	68.1	75.1	88.3	68.8	73.9	65	77.8	78.1	72.6	81.6	78.5	81.4	92
687	2021	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Carey Creek	University of Washington	B. Kleindl's Thesis	CA	47.427188	-121.970912	73.6	57.5																												
688	1996	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Carey Creek	King County - DNRP	KC Historical	Issaq05	47.427685	-121.972082									79.4																					
689	2435	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Carey Creek	Washington State Department of Ecology	Regional Stormwater Monitoring Program Puget Lowland Ecoregion Streams	RSM06600-002259	47.423196	-121.948440																						50.3								
690	911	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Carey Creek	King County - DNRP	WRIA08_WS_Survey	WAM06600-002259	47.423196	-121.948440																63.4	36.2	87.1	70.1	57.7										
691	912	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Carey Creek	King County - DNRP	WRIA08_WS_Survey	WAM06600-006355	47.420868	-121.933203																82.7	91.6	70.2	83.3	98.6										
692	153	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Fifteenmile Creek	King County - DNRP	Ambient Monitoring	08ISS4294	47.484906	-122.028632									78.1			52.2	90.6	71.6	73.5	85.1	82.7	67.8	45.9	73.8	60	59.5	70.5	68.9	92	92.4	83.8	70	80	
693	306	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Fifteenmile Creek	King County - Roads	ESA Water Quality	E1139	47.483739	-122.029482						41.7	42.9	77.9	85.6	48.7	63.6	79.9	83.4	79.5	89	74.7	61.4													
694	155	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	High Point Creek	King County - DNRP	Ambient Monitoring	08ISS4573	47.531946	-121.976205									72.4	85.9		68.5	71.7	70	76.2	59.5	75.8	72.3	70.8	89.1	82.5	92	84.4	92.5	89.2	87	77.1	82	90.7	72.6
695	157	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Holder Creek	King County - DNRP	Ambient Monitoring	08ISS4730	47.433941	-121.971913					70.5		74.4		71	74.8		73.7	56.9	61.8	58.9	70.7	47	55.2	74.8	74.4	71.4	78	89.2	66.8	84.1	92.3	57.6	61.7	67.4	89.9
696	304	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Holder Creek	King County - Roads	ESA Water Quality	E1161	47.434505	-121.972879						25.8	56.6	35.2	57.8	64.3	23.5	66.2	65.3	69.8	57.5	66.5	60.2													
697	932	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Holder Creek	King County - DNRP	WRIA08_WS_Survey	WAM06600-098963	47.469507	-121.962967																87.9	93.2	94.2	92.1	88.3										
698	158	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Holder Creek tributary	King County - DNRP	Ambient Monitoring	08ISS4735	47.470750	-121.964356									76.3	91.2		97.3	89.8	93.3	94.1	92.1	81.4	81.1	98	70.2	94.8	86.7	86.2		91.8	81.6	96.9	90.2	95.8	99.4
699	1975	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Issaquah Creek	King County - DNRP	KC Historical	0631 Issaquah	47.552232	-122.047951								55.6																						
700	150	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Issaquah Creek	King County - DNRP	Ambient Monitoring	08ISS3877	47.551207	-122.046876		75.4	67.8		63.6		74.1					29.5	68.5	56.1	55.4	69.2	48	41.9	74.9	87.1	77.8	86.7	72.4	71.3	83.7	74.3	73.6	78.9	64.7	75.3
701	152	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Issaquah Creek	King County - DNRP	Ambient Monitoring	08ISS3962	47.538939	-122.042600												68	72.1	57.7	71.2	72.6	75.5	48.7	61.3	88.5	87	89.3	80.9	80.1	94.2	81.2	73.2	87.3	63.6	77.5
702	1983	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Issaquah Creek	King County - DNRP	KC Historical	A631 Issaquah	47.527247	-122.038549								81.6																						
703	307	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Issaquah Creek	King County - Roads	ESA Water Quality	E3090	47.457599	-122.004644											64.3	65.5	63.5	64	75.4	83.7	76.6													
704	766	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Issaquah Creek	City of Issaquah	Aquatic Resources Monitoring	ICIssDown	47.552180	-122.048172									61.2	49.6		40.5		39.8	52.9															
705	765	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Issaquah Creek	City of Issaquah	Aquatic Resources Monitoring	ICIssJun	47.539414	-122.042874									43.8					51.5	71.9															
706	764	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Issaquah Creek	City of Issaquah	Aquatic Resources Monitoring	ICIssUp	47.511648	-122.025771									57	81.3		48.8		70.7	74.7	62.6		70.9	64.7											
707	1924	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Issaquah Creek	King County - DNRP	KC Historical	issaq03	47.499840	-122.023912		40.3			78.9		67.4		65.1																					
708	1925	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Issaquah Creek	King County - DNRP	KC Historical	issaq04	47.457124	-122.003835		65.3			59.4		69.4		45.6																					
709	917	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Issaquah Creek	King County - DNRP	WRIA08_WS_Survey	WAM06600-035623	47.531206	-122.039812																44.5	57.9	57	73	81.7										
710	922	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Issaquah Creek	King County - DNRP	WRIA08_WS_Survey	WAM06600-047779	47.461509	-122.015467																56.7	63.1	63	78.2	78.7										
711	924	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Issaquah Creek	King County - DNRP	WRIA08_WS_Survey	WAM06600-051507	47.522874	-122.036900																68.3	78.7	65.9	80.4											
712	933	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Issaquah Creek	King County - DNRP	WRIA08_WS_Survey	WAM06600-100519	47.536658	-122.040830																41.7	43.9	46.4	56.5	88.1										
713	935	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Issaquah Creek	King County - DNRP	WRIA08_WS_Survey	WAM06600-110035	47.496644	-122.026808																68.7	59.3	68.6	73.3	97.9										
714	939	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Issaquah Creek	King County - DNRP	WRIA08_WS_Survey	WAM06600-123207	47.554300	-122.053049																60.3	45.4	45.6	50	60										
715	159	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Issaquah Creek - E Fork	King County - DNRP	Ambient Monitoring	08ISS4748	47.532008	-121.980821												81.2	89.8	77.9	81.8	73.1	84.9	82.7	88.8	76.1	87.6	84.6	66.9	63.4	91.1	82.8	44.9	95.9	53.4	58.1
716	160	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Issaquah Creek - E Fork	King County - DNRP	Ambient Monitoring	08ISS4884	47.525851	-121.941132									87.6	99.4		92.5	90.5	94.2	91.3	93.4	84.7	85	86.7	89.8	87.8		91.7	87.6	91.6	90	94.7	100	99.9	94.6
717	294	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Issaquah Creek - E Fork	King County - Roads	ESA Water Quality	E182	47.532351	-121.980214						31.4	63.9	77.2	54.6	66.2	49.9	61.9	59.7	89.6	82.7	70.9	70.8													
718	293	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Issaquah Creek - E Fork	King County - Roads	ESA Water Quality	E186	47.532328	-121.975924						32.2	76.4	84	61.4	53.4	51.5	72.4	66.9	82.9	89	48.4	72.3													
719	292	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Issaquah Creek - E Fork	King County - Roads	ESA Water Quality	E195	47.526245	-121.940341						30	94.3	85.7	44.1	81.1	46.3	60.1	65.9	84.8	84	72.5	77.3													
720	767	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Issaquah Creek - E Fork	City of Issaquah	Aquatic Resources Monitoring	EFIssDown	47.540947	-122.034800									49.5	55.1		55		61.1	66.8	50.7			57.4											
721	772	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Issaquah Creek - E Fork	City of Issaquah	Aquatic Resources Monitoring	EFIssSun	47.531166	-122.025725										64.6		69.8																		
722	768	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Issaquah Creek - E Fork	City of Issaquah	Aquatic Resources Monitoring	EFIssUp	47.534956	-122.003931									55.9	56.9				75.6	68.2	72.2														
723	1926	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Issaquah Creek - E Fork	King County - DNRP	KC Historical	issaq06	47.531527	-122.027520			77.6		66.9		68.8		61.8																					
724	920	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Issaquah Creek - E Fork	King County - DNRP	WRIA08_WS_Survey	WAM06600-039815	47.532713	-121.993788																64.6	72.3	61.4	79.4	92.1										
725	921	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Issaquah Creek - E Fork	King County - DNRP	WRIA08_WS_Survey	WAM06600-041095	47.536089	-121.971320																72.2	66.1	61.3	80.4	74.4										
726	928	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Issaquah Creek - E Fork	King County - DNRP	WRIA08_WS_Survey	WAM06600-074259	47.526090	-121.939973																82.7														
727	931	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Issaquah Creek - E Fork	King County - DNRP	WRIA08_WS_Survey	WAM06600-082291	47.529744	-121.977548																52.5	77.6	59.3	70.8	92.5										
728	934	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Issaquah Creek - E Fork	King County - DNRP	WRIA08_WS_Survey	WAM06600-108711	47.530421	-121.942551																59.1	78.5	71.2	84.7	78.8										
729	330	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Issaquah Creek - N Fork	King County - Roads	ESA Water Quality	E181	47.550390	-122.021642												40.4	41.4	37.1	36.7	41.5	50.5													
730	1927	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Issaquah Creek - N Fork	King County - DNRP	KC Historical	issaq07	47.549190	-122.023660			39.5		76.5		71.4	85	62																					
731	774	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Issaquah Creek - N Fork	City of Issaquah	Aquatic Resources Monitoring	NFIssDown	47.548555	-122.044148									21.8																					
732	771	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Issaquah Creek - N Fork	City of Issaquah	Aquatic Resources Monitoring	NFIssUp	47.550444	-122.021543										75		27.1																		
733	2479	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Issaquah Creek - N Fork	Washington State Department of Ecology	Regional Stormwater Monitoring Program Puget Lowland Ecoregion Streams	RSM06600-019815	47.546079	-122.042018																						43								
734	151	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Issaquah Creek tributary (0198)	King County - DNRP	Ambient Monitoring	08ISS3958	47.518325	-122.036396									81	68.1		64.8	58.8	77.4	66	72.1	78.8	50.3			66	65		70	78.8	70.8				
735	154	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	Issaquah Creek tributary (0203)	King County - DNRP	Ambient Monitoring	08ISS4373	47.501198	-122.022140		81.6	58.1		73.1		73		33.7	66.5			81.8		86.3		49.3	63.8												
736	305	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Issaquah Creek Subbasin	McDonald Creek (Issaquah)	King County - Roads	ESA Water Quality	E1138	47.479231	-122.035462											80.1	50.4	89.7	94.5	78.5	79.6	61.3													
737	178	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Little Bear Creek Subbasin	Cuttrhoat Creek (0083)	King County - DNRP	Ambient Monitoring	08LIT2876	47.799615	-122.143116										83.4					56.7															
738	374	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Little Bear Creek Subbasin	Cuttrhoat Creek (0083)	Snohomish County	Ambient	CUTT	47.798937	-122.143923												66.3			62.3				73.6	78.7	78.8	51.2								
739	2270	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Little Bear Creek Subbasin	Cuttrhoat Creek (0083)	Snohomish County	Ambient	CUTT78	47.800124	-122.129797																					51.4	75.1								
740	1857	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Little Bear Creek Subbasin	Great Dane Creek	Snohomish County	Ambient	DANE	47.805000	-122.152000																				68	64.6	72.7								
741	1973	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Little Bear Creek Subbasin	Little Bear Creek	King County - DNRP	KC Historical	0478 Lil Bear	47.756571	-122.166473								17.2																						
742	170	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Little Bear Creek Subbasin	Little Bear Creek	King County - DNRP	Ambient Monitoring	08LIT2488	47.756600	-122.166294									12.8			10.2	21.3	16.5	28.4	45.5	26.1	36.6			54.5									
743	171	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Little Bear Creek Subbasin	Little Bear Creek	King County - DNRP	Ambient Monitoring	08LIT2585	47.758429	-122.160347									38	39.2		30.4	41.7	58.3	45.7	39.4	55.5	53.7	47.2	59	71.8	43.8	31.1	26.8	50.9	46.4	49.3	51.9	43.5	40.8
744	172	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Little Bear Creek Subbasin	Little Bear Creek	King County - DNRP	Ambient Monitoring	08LIT2602	47.839940	-122.162250									49.7	70.6		52.4	56.6	74.9	49.4	55	55	40.1	62.3	49.3	62.1	59.3	75.8	53.1		56	74.8	73	67.1	57.2
745	173	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Little Bear Creek Subbasin	Little Bear Creek	King County - DNRP	Ambient Monitoring	08LIT2603	47.844461	-122.162851									24.5	42.6		65.8	56.6	36.7	46	60.6	50.8	44.1	56.5	56.2	63.6	54.4	65.7	40.4		63.5	55.3	49.1	55.7	60.6
746	174	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Little Bear Creek Subbasin	Little Bear Creek	King County - DNRP	Ambient Monitoring	08LIT2682	47.763211	-122.156929									45.6	45.6		39.4	41.9	47.3	52.3	57.1	33.2	63.3	48.9	51.3	39.1	57.1	56.5	59.9	62.5	58.6	41.7	59.9	49.5	42.2
747	175	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Little Bear Creek Subbasin	Little Bear Creek	King County - DNRP	Ambient Monitoring	08LIT2685	47.778471	-122.154549									49.9	37		25.1	61.9	52.3	55.6	33.7	58.3	47.5	23.8	44.9	43.5	57.1	32.6	43.5	34.1		52.4		68.5	
748	176	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Little Bear Creek Subbasin	Little Bear Creek	King County - DNRP	Ambient Monitoring	08LIT2692	47.811464	-122.158997									59.2	80.3		78.7	70.5	75.4	37.8	80.1	63.2	52.6	70.4		72.4	65.5	73.3	42.6		64.8	34.9	70.2	69.5	66.3
749	177	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Little Bear Creek Subbasin	Little Bear Creek	King County - DNRP	Ambient Monitoring	08LIT2781	47.790039	-122.144532									66.7	64.8		66.2	62	68.6	66.6	72.1	58.4	62.6	44	52.6	57	42.2	74.7	54.7	63.2	66.4	42.5	49.5	54.8	49.3
750	1081	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Little Bear Creek Subbasin	Little Bear Creek	King County - DNRP	WRIA08_WS_Survey	ERR06600-091291	47.769610	-122.156850																	49.9	31.5	40	77										
751	2029	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Little Bear Creek Subbasin	Little Bear Creek	University of Washington	B. Kleindl's Thesis	LB1	47.811757	-122.158935	53.5	49.9																												
752	389	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Little Bear Creek Subbasin	Little Bear Creek	Snohomish County	Ambient	LB162	47.850652	-122.163002												38.9																		
753	2361	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Little Bear Creek Subbasin	Little Bear Creek	Snohomish County	Ambient	LB169	47.844342	-122.162553																					73.2	58.8								
754	390	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Little Bear Creek Subbasin	Little Bear Creek	Snohomish County	Ambient	LB180	47.834346	-122.161414												44.5																		
755	391	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Little Bear Creek Subbasin	Little Bear Creek	Snohomish County	Ambient	LB189	47.826097	-122.161445												54.8																		
756	1639	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Little Bear Creek Subbasin	Little Bear Creek	Snohomish County	Ambient	LB196	47.819727	-122.159520																			73											
757	392	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Little Bear Creek Subbasin	Little Bear Creek	Snohomish County	Ambient	LB198	47.818036	-122.159883												34.9										69.1								
758	2030	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Little Bear Creek Subbasin	Little Bear Creek	University of Washington	B. Kleindl's Thesis	LB2	47.786061	-122.144601	35	60.7																												
759	2391	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Little Bear Creek Subbasin	Little Bear Creek	Snohomish County	Ambient	LB224	47.794579	-122.143900																						74.4								
760	2390	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Little Bear Creek Subbasin	Little Bear Creek	Snohomish County	Ambient	LB224trib	47.793975	-122.144242																						38.7								
761	393	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Little Bear Creek Subbasin	Little Bear Creek	Snohomish County	Ambient	LB238	47.785454	-122.145252												28.8									42.2	53.9								
762	2031	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Little Bear Creek Subbasin	Little Bear Creek	University of Washington	B. Kleindl's Thesis	LB3	47.790783	-122.144489	23.4	27																												
763	2032	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Little Bear Creek Subbasin	Little Bear Creek	University of Washington	B. Kleindl's Thesis	LB4	47.756151	-122.167604	34.9	29.8																												
764	487	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Little Bear Creek Subbasin	Little Bear Creek	Snohomish County	Ambient	LB51	47.833000	-122.164000															56.2				56.6		41.9	58.6								
765	394	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Little Bear Creek Subbasin	Little Bear Creek	Snohomish County	Ambient	LB58	47.778467	-122.155200												29.4			26.8				37.5		18.6	51.6								
766	2271	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Little Bear Creek Subbasin	Little Bear Creek	Snohomish County	Ambient	LBC19380	47.816849	-122.160848																					52.7									
767	2272	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Little Bear Creek Subbasin	Little Bear Creek	Snohomish County	Ambient	LBC520	47.811150	-122.159082																					67.4	60.9								
768	395	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Little Bear Creek Subbasin	Little Bear Creek	Snohomish County	Ambient	LBLBRD	47.816900	-122.160800												58.4			21.7				50.3											
769	396	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Little Bear Creek Subbasin	Little Bear Creek	Snohomish County	Ambient	LBLD	47.790573	-122.144725												68.1			29.6				53.5	56.2										
770	1858	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Little Bear Creek Subbasin	Little Bear Creek	Snohomish County	Ambient	LBLM	47.811000	-122.159000																				61.6										
771	916	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Little Bear Creek Subbasin	Little Bear Creek	King County - DNRP	WRIA08_WS_Survey	WAM06600-023691	47.838677	-122.158962																54	66.7	66.2	66.3	52.8										
772	2273	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Little Bear Creek Subbasin	Little Bear Creek	Snohomish County	Ambient	West	47.815994	-122.164437																					57.1	43.7								
773	482	WRIA 8 - Cedar-Sammamish	Sammamish River Basin	Little Bear Creek Subbasin	Trout Creek	Snohomish County	Ambient	TROUT	47.842000	-122.159000															44.1				58.3	70.4	88.8	75								
