Row	Visit ID	Site ID	WRIA Number	WRIA	Basin	Subbasin	Stream	Agency	Project	Site Code	Latitude	Longitude	Event Date	Date Released	Taxonomic Resolution	Total SqFt	Taxa Richness Quantity	Ephemeroptera Richness Quantity	Plecoptera Richness Quantity	Trichoptera Richness Quantity	EPT Richness Quantity	Clinger Richness Quantity	Long-Lived Richness Quantity	Intolerant Richness Quantity	Percent Dominant Quantity	Predator Percent Quantity	Tolerant Percent Quantity	Number of Organisms	Overall Score	Taxa Richness Score	Ephemeroptera Richness Score	Plecoptera Richness Score	Trichoptera Richness Score	Clinger Richness Score	Long-Lived Richness Score	Intolerant Richness Score	Percent Dominant Score	Predator Percent Score	Tolerant Percent Score
277	13524	3456	9	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Covington Creek Subbasin	Covington Creek	Washington State Department of Ecology	TMDL Biological Monitoring of Soos Creek watershed	EFF755XX-CO03.6	47.309330	-122.077692	9/21/2023	8/21/2024	Fine	8	80	7	6	8	21	28	11	3	21.4%	7.8%	9.2%	500	80.0	10.0	8.6	7.1	8.8	10.0	10.0	4.3	10.0	3.4	7.9
278	12688	222	9	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Covington Creek Subbasin	Rock Creek tributary (Covington)	King County - DNRP	Ambient Monitoring	09COV1862	47.317211	-122.005220	8/10/2023	5/17/2024	Fine	8	26	2	4	5	11	9	5	2	73.4%	9.6%	0.6%	500	32.7	0.0	1.4	4.3	5.0	1.2	3.8	2.9	0.0	4.3	9.9
279	12834	223	9	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Covington Creek Subbasin	Rock Creek tributary (Covington)	King County - DNRP	Ambient Monitoring	09COV1864	47.325762	-122.001348	9/19/2023	4/1/2024	Fine	8	38	3	7	5	15	14	7	1	52.6%	8.8%	20.0%	500	45.7	3.8	2.9	8.6	5.0	4.1	6.2	1.4	4.4	3.9	5.3
280	13555	224	9	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Deep Creek Subbasin	Deep Creek (Green River)	King County - DNRP	Ambient Monitoring	09DEE2163	47.282302	-121.932687	8/8/2024	12/4/2024	Fine	8	33	2	6	4	12	14	7	0	63.4%	6.0%	0.0%	500	38.8	2.1	1.4	7.1	3.8	4.1	6.2	0.0	1.5	2.5	10.0
281	13554	226	9	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Deep Creek Subbasin	Deep Creek (Green River)	King County - DNRP	Ambient Monitoring	09DEE2211	47.285142	-121.923905	8/8/2024	12/4/2024	Fine	8	44	5	5	5	15	17	7	3	44.8%	6.8%	30.4%	500	51.1	5.9	5.7	5.7	5.0	5.9	6.2	4.3	6.5	2.9	2.9
282	12731	230	9	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Duwamish River Subbasin	Duwamish River tributary (0001E)	King County - DNRP	Ambient Monitoring	09DUW0091	47.510357	-122.322142	8/9/2023	4/18/2024	Fine	8	36	2	2	2	6	8	4	1	39.4%	9.4%	19.8%	500	29.3	3.1	1.4	1.4	1.2	0.6	2.5	1.4	8.0	4.2	5.4
283	12732	232	9	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Duwamish River Subbasin	Duwamish River tributary (0003)	King County - DNRP	Ambient Monitoring	09DUW0225	47.502212	-122.300156	8/9/2023	4/18/2024	Fine	8	14	1	3	0	4	2	1	0	80.2%	0.6%	33.0%	500	5.2	0.0	0.0	2.9	0.0	0.0	0.0	0.0	0.0	0.0	2.3
284	11548	233	9	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Duwamish River Subbasin	Riverton Creek (003D)	King County - DNRP	Ambient Monitoring	09DUW0277	47.489932	-122.289451	8/18/2021	10/20/2021	Fine	8	35	2	5	5	12	11	5	1	65.0%	6.4%	31.6%	500	28.9	2.8	1.4	5.7	5.0	2.4	3.8	1.4	1.1	2.7	2.7
285	12870	234	9	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Jenkins Creek Subbasin	Jenkins Creek	King County - DNRP	Ambient Monitoring	09JEN1318	47.362218	-122.099903	9/14/2023	4/16/2024	Fine	8	35	3	4	6	13	10	6	1	81.8%	10.4%	0.2%	500	39.0	2.8	2.9	4.3	6.2	1.8	5.0	1.4	0.0	4.7	10.0
286	12706	235	9	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Jenkins Creek Subbasin	Jenkins Creek	King County - DNRP	Ambient Monitoring	09JEN1357	47.368900	-122.098899	9/6/2023	4/1/2024	Fine	8	38	6	9	7	22	20	8	2	45.8%	13.0%	8.4%	500	66.8	3.8	7.1	10.0	7.5	7.6	7.5	2.9	6.3	6.0	8.0
287	13525	3457	9	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Jenkins Creek Subbasin	Jenkins Creek	Washington State Department of Ecology	TMDL Biological Monitoring of Soos Creek watershed	EFF755XX-JE02.6	47.362218	-122.099903	9/19/2023	8/21/2024	Fine	8	56	4	3	3	10	13	8	1	32.0%	17.6%	11.0%	500	57.8	10.0	4.3	2.9	2.5	3.5	7.5	1.4	10.0	8.3	7.4
288	12139	10	9	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Longfellow Creek Subbasin	Longfellow Creek	City of Seattle	Status & Trends	LF04	47.566307	-122.366733	8/4/2022	6/13/2023	Fine	9	12	1	0	1	2	3	2	0	89.6%	2.0%	80.0%	500	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0
289	12284	35	9	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Longfellow Creek Subbasin	Longfellow Creek	City of Seattle	Status & Trends	LFMA0954	47.529961	-122.363695	9/15/2022	6/13/2023	Fine	9	17	1	0	0	1	4	2	0	54.0%	0.8%	21.6%	500	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.1	0.0	5.0
290	12224	36	9	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Longfellow Creek Subbasin	Longfellow Creek	City of Seattle	Status & Trends	LFMA2559	47.543087	-122.363956	9/15/2022	6/13/2023	Fine	9	18	1	1	1	3	4	2	0	56.0%	1.4%	40.0%	500	4.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5	0.2	0.7
291	12225	37	9	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Longfellow Creek Subbasin	Longfellow Creek	City of Seattle	Status & Trends	LFMA3396	47.555002	-122.367783	9/15/2022	6/13/2023	Fine	9	20	1	1	2	4	5	3	0	75.4%	2.8%	56.8%	500	3.4	0.0	0.0	0.0	1.2	0.0	1.2	0.0	0.0	0.9	0.0
292	12283	38	9	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Longfellow Creek Subbasin	Longfellow Creek	City of Seattle	Status & Trends	LFMA3490	47.558780	-122.368681	9/15/2022	6/13/2023	Fine	9	14	1	1	1	3	5	2	0	82.2%	0.0%	51.8%	500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
293	12138	1795	9	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Longfellow Creek Subbasin	Puget Creek	City of Seattle	Status & Trends	PU01	47.557726	-122.353826	8/4/2022	6/13/2023	Fine	9	22	1	1	1	3	5	1	0	70.2%	3.0%	56.6%	500	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
294	12822	240	9	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Lower Green River - E Subbasin	Green River - Lower tributary (S 277th St.)	King County - DNRP	Ambient Monitoring	09LOW0753	47.353074	-122.207510	8/15/2023	4/16/2024	Fine	8	24	0	0	0	0	2	7	0	52.3%	6.5%	19.4%	155	19.0	0.0	0.0	0.0	0.0	0.0	6.2	0.0	4.5	2.8	5.5
295	12783	239	9	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Lower Green River - E Subbasin	Olson Creek	King County - DNRP	Ambient Monitoring	09LOW0751	47.343487	-122.205040	9/18/2023	4/16/2024	Fine	8	54	5	10	8	23	19	10	4	45.6%	10.4%	0.6%	500	77.4	9.3	5.7	10.0	8.8	7.1	10.0	5.7	6.3	4.7	9.9
296	11733	237	9	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Lower Green River - W Subbasin	Lower Green River tributary (0036B)	King County - DNRP	Ambient Monitoring	09LOW0325	47.464905	-122.281488	10/4/2021	12/17/2021	Fine	8	21	1	2	1	4	3	2	0	72.6%	0.8%	9.8%	500	9.1	0.0	0.0	1.4	0.0	0.0	0.0	0.0	0.0	0.0	7.7
297	12971	246	9	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Middle Green River Subbasin	Cristy Creek	King County - DNRP	Ambient Monitoring	09MID1744	47.272614	-122.021072	8/8/2023	5/17/2024	Fine	8	54	5	11	8	24	18	9	4	52.8%	19.0%	3.4%	500	77.3	9.3	5.7	10.0	8.8	6.5	8.8	5.7	4.4	9.0	9.2
298	12713	247	9	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Middle Green River Subbasin	Cristy Creek	King County - DNRP	Ambient Monitoring	09MID1817	47.267990	-122.009736	9/11/2023	4/16/2024	Fine	8	56	2	9	9	20	15	7	1	35.6%	17.4%	2.0%	500	70.6	10.0	1.4	10.0	10.0	4.7	6.2	1.4	9.0	8.2	9.5
299	12851	249	9	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Middle Green River Subbasin	Green River - Middle tributary	King County - DNRP	Ambient Monitoring	09MID2426	47.315006	-121.867614	10/5/2023	4/18/2024	Fine	8	45	5	9	8	22	19	10	6	41.0%	6.0%	1.0%	500	76.1	6.2	5.7	10.0	8.8	7.1	10.0	8.6	7.6	2.5	9.8
300	12302	248	9	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Middle Green River Subbasin	Icy Creek	King County - DNRP	Ambient Monitoring	09MID1958	47.278886	-121.978571	8/1/2022	5/23/2023	Fine	8	39	6	7	5	18	16	4	4	70.8%	7.6%	1.8%	500	51.2	4.1	7.1	8.6	5.0	5.3	2.5	5.7	0.0	3.3	9.6
301	12709	242	9	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Middle Green River Subbasin	O'Grady Creek	King County - DNRP	Ambient Monitoring	09MID1374	47.275597	-122.088114	9/6/2023	4/1/2024	Fine	8	58	5	13	9	27	22	11	6	37.8%	15.6%	11.8%	500	86.1	10.0	5.7	10.0	10.0	8.8	10.0	8.6	8.4	7.3	7.3
302	12792	251	9	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Mill Creek Subbasin	Mill Creek (Auburn)	King County - DNRP	Ambient Monitoring	09MIL0340	47.303209	-122.272324	8/17/2023	4/18/2024	Fine	8	48	3	5	7	15	15	6	0	63.6%	8.6%	27.0%	500	42.0	7.2	2.9	5.7	7.5	4.7	5.0	0.0	1.5	3.8	3.7
303	12689	252	9	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Mill Creek Subbasin	Mill Creek (Auburn)	King County - DNRP	Ambient Monitoring	09MIL0390	47.303166	-122.260837	8/10/2023	4/18/2024	Fine	8	37	3	4	4	11	12	6	0	49.9%	6.8%	4.4%	499	39.3	3.4	2.9	4.3	3.8	2.9	5.0	0.0	5.2	2.9	9.0
304	12798	254	9	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Newaukum Creek Subbasin	Newaukum Creek	King County - DNRP	Ambient Monitoring	09NEW1657	47.250042	-122.037744	9/13/2023	4/16/2024	Fine	8	52	8	9	8	25	28	8	4	56.6%	7.4%	5.2%	500	75.9	8.6	10.0	10.0	8.8	10.0	7.5	5.7	3.4	3.2	8.8
305	12809	259	9	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Newaukum Creek Subbasin	Newaukum Creek	King County - DNRP	Ambient Monitoring	09NEW2102	47.231078	-121.946030	8/22/2023	4/16/2024	Fine	8	59	8	6	10	24	26	9	7	45.8%	29.4%	0.6%	500	92.0	10.0	10.0	7.1	10.0	10.0	8.8	10.0	6.3	10.0	9.9
306	12790	257	9	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Newaukum Creek Subbasin	Newaukum Creek - N Fork	King County - DNRP	Ambient Monitoring	09NEW2076	47.235936	-121.950976	8/16/2023	4/16/2024	Fine	8	60	6	6	7	19	25	10	3	24.4%	20.8%	0.8%	500	85.8	10.0	7.1	7.1	7.5	10.0	10.0	4.3	10.0	9.9	9.8
307	12796	260	9	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Newaukum Creek Subbasin	Newaukum Creek - N Fork	King County - DNRP	Ambient Monitoring	09NEW2128	47.234245	-121.935190	9/14/2023	4/16/2024	Fine	8	47	7	6	6	19	21	7	4	38.2%	8.8%	1.4%	500	71.0	6.9	8.6	7.1	6.2	8.2	6.2	5.7	8.3	3.9	9.7
308	12837	262	9	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Soos Creek Subbasin	Big Soos Creek	King County - DNRP	Ambient Monitoring	09SOO0943	47.308550	-122.169040	8/23/2023	4/18/2024	Fine	8	53	8	9	8	25	27	8	3	55.4%	16.4%	17.6%	500	76.8	9.0	10.0	10.0	8.8	10.0	7.5	4.3	3.7	7.7	5.9
309	13520	3452	9	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Soos Creek Subbasin	Big Soos Creek	Washington State Department of Ecology	TMDL Biological Monitoring of Soos Creek watershed	EFF755XX-BS00.7	47.308550	-122.169040	9/20/2023	8/21/2024	Fine	8	45	5	9	5	19	18	7	3	51.0%	12.2%	1.6%	500	64.0	6.2	5.7	10.0	5.0	6.5	6.2	4.3	4.9	5.6	9.6
310	13521	3453	9	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Soos Creek Subbasin	Big Soos Creek	Washington State Department of Ecology	TMDL Biological Monitoring of Soos Creek watershed	EFF755XX-BS04.7	47.336409	-122.135101	9/25/2023	8/21/2024	Fine	8	46	7	6	7	20	23	9	6	55.0%	3.8%	6.8%	500	70.1	6.6	8.6	7.1	7.5	9.4	8.8	8.6	3.8	1.4	8.4
311	12868	270	9	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Soos Creek Subbasin	Little Soos Creek	King County - DNRP	Ambient Monitoring	09SOO1209	47.358599	-122.125122	9/19/2023	4/1/2024	Fine	8	47	9	8	9	26	27	8	7	45.8%	9.4%	9.8%	498	82.6	6.9	10.0	10.0	10.0	10.0	7.5	10.0	6.3	4.2	7.7
312	12973	271	9	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Soos Creek Subbasin	Little Soos Creek	King County - DNRP	Ambient Monitoring	09SOO1283	47.372825	-122.113902	8/29/2023	5/17/2024	Fine	8	38	7	5	2	14	16	6	3	46.6%	8.2%	2.2%	498	53.1	3.8	8.6	5.7	1.2	5.3	5.0	4.3	6.1	3.6	9.5
313	13526	3458	9	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Soos Creek Subbasin	Little Soos Creek	Washington State Department of Ecology	TMDL Biological Monitoring of Soos Creek watershed	EFF755XX-LS00.3	47.358599	-122.125122	9/20/2023	8/21/2024	Fine	8	44	7	6	4	17	18	9	4	41.6%	7.2%	10.6%	500	64.3	5.9	8.6	7.1	3.8	6.5	8.8	5.7	7.4	3.1	7.5
314	13527	3459	9	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Soos Creek Subbasin	Meridian Valley Creek	Washington State Department of Ecology	TMDL Biological Monitoring of Soos Creek watershed	EFF755XX-MV00.2	47.372250	-122.147920	7/6/2023	8/21/2024	Fine	8	40	1	0	1	2	8	5	0	52.6%	9.4%	38.8%	500	18.4	4.5	0.0	0.0	0.0	0.6	3.8	0.0	4.4	4.2	1.0
315	12853	267	9	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Soos Creek Subbasin	Soos Creek	King County - DNRP	Ambient Monitoring	09SOO1130	47.318170	-122.135959	10/5/2023	4/18/2024	Fine	8	38	7	4	8	19	24	8	5	70.2%	4.2%	0.8%	500	61.5	3.8	8.6	4.3	8.8	10.0	7.5	7.1	0.0	1.6	9.8
316	12810	268	9	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Soos Creek Subbasin	Soos Creek	King County - DNRP	Ambient Monitoring	09SOO1134	47.336409	-122.135101	9/5/2023	4/18/2024	Fine	8	41	4	8	7	19	24	10	5	41.5%	12.3%	10.2%	325	74.5	4.8	4.3	10.0	7.5	10.0	10.0	7.1	7.4	5.7	7.6
317	12739	264	9	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Soos Creek Subbasin	Soosette Creek	King County - DNRP	Ambient Monitoring	09SOO1022	47.331725	-122.155276	8/23/2023	4/18/2024	Fine	8	38	5	8	6	19	14	5	4	41.2%	20.2%	3.6%	500	65.6	3.8	5.7	10.0	6.2	4.1	3.8	5.7	7.5	9.6	9.2
318	13529	3461	9	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Soos Creek Subbasin	Soosette Creek	Washington State Department of Ecology	TMDL Biological Monitoring of Soos Creek watershed	EFF755XX-SO01.3	47.331725	-122.155276	9/18/2023	8/21/2024	Fine	8	41	6	3	8	17	16	5	2	52.2%	43.6%	0.6%	500	59.9	4.8	7.1	2.9	8.8	5.3	3.8	2.9	4.5	10.0	9.9
319	13217	2537	9	WRIA 9 - Duwamish-Green	Duwamish - Green River Basin	Upper Green River Subbasin	Sunday Creek	Washington State Department of Ecology	Ambient Freshwater Biological Monitoring Program	BIO06600-SUND04	47.253600	-121.383000	8/7/2023	9/20/2024	Fine	8	49	8	9	7	24	21	9	10	35.6%	31.0%	0.3%	323	91.0	7.6	10.0	10.0	7.5	8.2	8.8	10.0	9.0	10.0	9.9
320	13141	551	9	WRIA 9 - Duwamish-Green	Puget Sound (Duwamish-Green) Basin	Dumas Bay Subbasin	Joes Creek	City of Federal Way	Macroinvertebrate Sampling	JoesFW509	47.326731	-122.376700	8/31/2023	4/24/2024	Fine	9	33	1	2	2	5	8	5	0	66.5%	2.7%	55.6%	257	10.6	2.1	0.0	1.4	1.2	0.6	3.8	0.0	0.7	0.9	0.0
321	13150	552	9	WRIA 9 - Duwamish-Green	Puget Sound (Duwamish-Green) Basin	Dumas Bay Subbasin	Joes Creek	City of Federal Way	Macroinvertebrate Sampling	JoesFWLMR	47.324608	-122.376156	8/31/2023	4/24/2024	Fine	9	33	2	4	5	11	10	4	0	76.0%	4.2%	57.4%	500	18.6	2.1	1.4	4.3	5.0	1.8	2.5	0.0	0.0	1.6	0.0
322	13151	554	9	WRIA 9 - Duwamish-Green	Puget Sound (Duwamish-Green) Basin	Dumas Bay Subbasin	Lakota Creek	City of Federal Way	Macroinvertebrate Sampling	LakFWEast	47.325175	-122.367683	8/29/2023	4/24/2024	Fine	9	22	1	4	4	9	8	3	0	66.0%	6.6%	47.8%	500	13.5	0.0	0.0	4.3	3.8	0.6	1.2	0.0	0.8	2.8	0.0
323	13146	553	9	WRIA 9 - Duwamish-Green	Puget Sound (Duwamish-Green) Basin	Dumas Bay Subbasin	Lakota Creek	City of Federal Way	Macroinvertebrate Sampling	LakFWWWTP	47.325825	-122.369636	8/29/2023	4/24/2024	Fine	9	36	3	6	5	14	14	6	1	44.8%	15.4%	28.7%	487	45.7	3.1	2.9	7.1	5.0	4.1	5.0	1.4	6.5	7.2	3.3
324	12226	1	9	WRIA 9 - Duwamish-Green	Puget Sound (Duwamish-Green) Basin	Lower Puget Sound - Seattle Subbasin	Fauntleroy Creek	City of Seattle	Status & Trends	FA02	47.522438	-122.392214	9/19/2022	6/13/2023	Fine	9	48	4	5	4	13	15	9	2	62.0%	8.2%	5.6%	500	51.5	7.2	4.3	5.7	3.8	4.7	8.8	2.9	1.9	3.6	8.7
325	12221	34	9	WRIA 9 - Duwamish-Green	Puget Sound (Duwamish-Green) Basin	Lower Puget Sound - Seattle Subbasin	Fauntleroy Creek	City of Seattle	Status & Trends	FAMA0851	47.521366	-122.386388	9/19/2022	6/13/2023	Fine	9	34	1	6	6	13	11	5	2	71.1%	11.3%	4.8%	398	38.8	2.4	0.0	7.1	6.2	2.4	3.8	2.9	0.0	5.2	8.9
326	12137	515	9	WRIA 9 - Duwamish-Green	Puget Sound (Duwamish-Green) Basin	Lower Puget Sound - Seattle Subbasin	Schmitz Creek	City of Seattle	Status & Trends	SCMA9065	47.575194	-122.401214	8/4/2022	6/13/2023	Fine	9	18	1	1	2	4	5	2	0	59.3%	8.9%	33.3%	135	10.1	0.0	0.0	0.0	1.2	0.0	0.0	0.0	2.6	4.0	2.3
327	12785	1628	9	WRIA 9 - Duwamish-Green	Puget Sound (Duwamish-Green) Basin	Miller Creek Subbasin	Miller Creek	King County - DNRP	Miller-Walker	Miller_Cove	47.444560	-122.354510	9/25/2023	5/17/2024	Fine	8	32	1	3	3	7	12	3	0	49.2%	2.0%	29.8%	500	20.2	1.7	0.0	2.9	2.5	2.9	1.2	0.0	5.4	0.5	3.1
328	12787	1635	9	WRIA 9 - Duwamish-Green	Puget Sound (Duwamish-Green) Basin	Miller Creek Subbasin	Miller Creek	King County - DNRP	Miller-Walker	Miller_SWSSD	47.447902	-122.348134	9/12/2023	5/17/2024	Fine	8	26	3	3	2	8	9	3	0	61.8%	0.4%	21.0%	500	16.5	0.0	2.9	2.9	1.2	1.2	1.2	0.0	1.9	0.0	5.1
329	12784	1600	9	WRIA 9 - Duwamish-Green	Puget Sound (Duwamish-Green) Basin	Miller Creek Subbasin	Walker Creek	King County - DNRP	Miller-Walker	WalkerPreserve	47.452032	-122.337736	9/12/2023	5/17/2024	Fine	8	31	4	5	3	12	12	5	1	64.2%	5.6%	7.8%	500	33.8	1.4	4.3	5.7	2.5	2.9	3.8	1.4	1.3	2.3	8.2
330	13242	2949	9	WRIA 9 - Duwamish-Green	Puget Sound (Duwamish-Green) Basin	Vashon-Maury Island Subbasin	Beall Creek	Vashon Nature Center	Vashon Benthic Macroinvertebrate Sampling	BeallVNC1	47.448819	-122.445509	9/21/2023	10/23/2024	Medium	8	22	2	2	4	8	9	7	1	67.5%	13.0%	14.8%	169	31.0	0.9	1.4	1.4	3.8	1.2	6.2	1.4	2.1	6.0	6.6
331	12975	272	9	WRIA 9 - Duwamish-Green	Puget Sound (Duwamish-Green) Basin	Vashon-Maury Island Subbasin	Christenson Creek	King County - DNRP	Vashon	VashChris	47.402770	-122.516930	8/30/2023	5/17/2024	Fine	8	43	4	5	5	14	12	6	4	29.8%	36.2%	5.8%	500	62.8	5.5	4.3	5.7	5.0	2.9	5.0	5.7	10.0	10.0	8.7
332	12320	2657	9	WRIA 9 - Duwamish-Green	Puget Sound (Duwamish-Green) Basin	Vashon-Maury Island Subbasin	Ellis Creek (Vashon)	Vashon Nature Center	Vashon Benthic Macroinvertebrate Sampling	E1223	47.416948	-122.442399	8/25/2021	3/24/2023	Medium	8	25	2	2	1	5	7	1	1	63.7%	5.6%	14.0%	179	18.6	2.2	1.4	1.4	0.0	0.0	0.0	1.4	3.1	2.3	6.7
333	12401	523	9	WRIA 9 - Duwamish-Green	Puget Sound (Duwamish-Green) Basin	Vashon-Maury Island Subbasin	Fisher Creek (Vashon)	King County - DNRP	Regulatory Effectiveness	65B	47.383942	-122.481469	10/6/2022	2/6/2023	Coarse	3	26	4	6	5	15	12	4	4	62.2%	10.4%	3.1%	357	52.7	4.8	4.3	7.1	5.0	4.1	2.5	5.7	5.2	4.7	9.3
334	12319	1910	9	WRIA 9 - Duwamish-Green	Puget Sound (Duwamish-Green) Basin	Vashon-Maury Island Subbasin	Fisher Creek (Vashon)	Vashon Nature Center	Vashon Benthic Macroinvertebrate Sampling	65B	47.383942	-122.481469	8/30/2022	3/24/2023	Medium	8	41	5	8	8	21	17	6	5	56.0%	17.8%	7.2%	500	74.0	9.1	5.7	10.0	8.8	6.2	5.0	7.1	5.3	8.4	8.3
335	12321	2714	9	WRIA 9 - Duwamish-Green	Puget Sound (Duwamish-Green) Basin	Vashon-Maury Island Subbasin	Gorsuch Creek	Vashon Nature Center	Vashon Benthic Macroinvertebrate Sampling	P847	47.453867	-122.445505	9/13/2021	3/24/2023	Medium	8	33	4	5	6	15	13	5	0	39.9%	10.0%	17.4%	311	49.6	5.7	4.3	5.7	6.2	3.8	3.8	0.0	9.7	4.5	6.0
336	12974	525	9	WRIA 9 - Duwamish-Green	Puget Sound (Duwamish-Green) Basin	Vashon-Maury Island Subbasin	Judd Creek	King County - DNRP	Vashon	28A	47.403459	-122.468866	8/30/2023	5/17/2024	Fine	8	45	4	8	6	18	16	5	2	48.8%	8.8%	16.0%	500	54.3	6.2	4.3	10.0	6.2	5.3	3.8	2.9	5.5	3.9	6.3
337	13243	2816	9	WRIA 9 - Duwamish-Green	Puget Sound (Duwamish-Green) Basin	Vashon-Maury Island Subbasin	Shinglemill Creek	Vashon Nature Center	Vashon Benthic Macroinvertebrate Sampling	E1236	47.478435	-122.481798	9/28/2023	10/23/2024	Medium	8	26	1	8	1	10	9	8	2	69.2%	18.9%	10.3%	302	42.4	2.6	0.0	10.0	0.0	1.2	7.5	2.9	1.6	9.0	7.6
338	13245	2263	9	WRIA 9 - Duwamish-Green	Puget Sound (Duwamish-Green) Basin	Vashon-Maury Island Subbasin	Shinglemill Creek	Vashon Nature Center	Vashon Benthic Macroinvertebrate Sampling	ShingUp1	47.465210	-122.475060	9/30/2023	10/23/2024	Medium	8	24	1	6	5	12	13	7	2	44.9%	74.8%	17.0%	147	51.1	1.7	0.0	7.1	5.0	3.8	6.2	2.9	8.4	10.0	6.0
339	12976	274	9	WRIA 9 - Duwamish-Green	Puget Sound (Duwamish-Green) Basin	Vashon-Maury Island Subbasin	Shinglemill Creek	King County - DNRP	Vashon	VashShing	47.476280	-122.481500	8/30/2023	5/17/2024	Fine	8	35	3	6	3	12	10	4	3	71.6%	14.0%	21.0%	500	35.4	2.8	2.9	7.1	2.5	1.8	2.5	4.3	0.0	6.5	5.1
340	12400	524	9	WRIA 9 - Duwamish-Green	Puget Sound (Duwamish-Green) Basin	Vashon-Maury Island Subbasin	Tahlequah Creek	King County - DNRP	Regulatory Effectiveness	65A	47.334583	-122.508608	10/6/2022	2/6/2023	Coarse	3	29	5	7	6	18	13	5	4	69.0%	6.6%	30.0%	500	50.1	6.2	5.7	8.6	6.2	4.7	3.8	5.7	3.4	2.8	3.0
341	12318	2261	9	WRIA 9 - Duwamish-Green	Puget Sound (Duwamish-Green) Basin	Vashon-Maury Island Subbasin	Tahlequah Creek	Vashon Nature Center	Vashon Benthic Macroinvertebrate Sampling	65A	47.334554	-122.508612	9/10/2021	3/24/2023	Medium	8	33	5	5	7	17	15	5	3	65.2%	21.0%	43.6%	500	50.3	5.7	5.7	5.7	7.5	5.0	3.8	4.3	2.7	10.0	0.0
342	13177	2759	10	WRIA 10 - Puyallup-White	Carbon River Basin	Carbon River Subbasin	Voight Creek	Pierce County	Pierce County Watershed Health Monitoring (from 2016)	CW_VOIG_0.23	47.084444	-122.182500	8/16/2023	5/8/2024	Fine	8	58	7	5	5	17	23	4	2	31.0%	9.8%	4.2%	500	67.5	10.0	8.6	5.7	5.0	9.4	2.5	2.9	10.0	4.4	9.0
343	11906	3119	10	WRIA 10 - Puyallup-White	Carbon River Basin	S Prairie Creek Subbasin	S Prairie Creek	Pierce County	Pierce County Watershed Health Monitoring (from 2016)	CW_SPRA_1.27	47.109203	-122.145174	7/23/2021	4/15/2022	Fine	8	51	8	4	7	19	29	5	2	36.6%	4.6%	15.6%	500	63.6	8.3	10.0	4.3	7.5	10.0	3.8	2.9	8.8	1.8	6.4
